game_id,team_id_home,team_city_home,pts_paint_home,times_tied,total_turnovers_home,team_id_away,team_city_away,pts_paint_away,total_turnovers_away
21600014,1610612764,Washington,48,14,19,1610612737,Atlanta,44,21
21600017,1610612746,LA,42,9,8,1610612757,Portland,58,14
21600016,1610612758,Sacramento,30,5,16,1610612759,San Antonio,36,10
21600018,1610612739,Cleveland,28,4,18,1610612761,Toronto,38,18
21600020,1610612753,Orlando,36,1,9,1610612765,Detroit,60,12
21600024,1610612747,Los Angeles,36,12,17,1610612762,Utah,46,14
21600019,1610612754,Indiana,44,5,13,1610612751,Brooklyn,46,16
21600025,1610612744,Golden State,54,2,14,1610612740,New Orleans,62,15
21600023,1610612742,Dallas,30,9,10,1610612745,Houston,30,19
21600022,1610612766,Charlotte,46,3,8,1610612748,Miami,28,20
21600028,1610612752,New York,54,1,13,1610612763,Memphis,44,12
21600031,1610612749,Milwaukee,54,9,14,1610612751,Brooklyn,42,18
21600032,1610612759,San Antonio,36,4,10,1610612740,New Orleans,40,10
21600029,1610612739,Cleveland,32,3,9,1610612753,Orlando,48,21
21600027,1610612766,Charlotte,32,2,9,1610612738,Boston,36,13
21600030,1610612754,Indiana,54,7,13,1610612741,Chicago,54,12
21600026,1610612737,Atlanta,50,1,12,1610612755,Philadelphia,36,20
21600034,1610612758,Sacramento,48,5,13,1610612750,Minnesota,32,14
21600040,1610612760,Oklahoma City,62,5,20,1610612747,Los Angeles,44,22
21600039,1610612764,Washington,54,7,14,1610612763,Memphis,34,14
21600036,1610612744,Golden State,28,5,16,1610612756,Phoenix,44,12
21600041,1610612742,Dallas,34,2,13,1610612745,Houston,42,17
21600035,1610612746,LA,36,3,13,1610612762,Utah,36,18
21600038,1610612749,Milwaukee,46,1,12,1610612765,Detroit,56,16
21600037,1610612748,Miami,46,5,12,1610612759,San Antonio,32,15
21600045,1610612746,LA,52,6,16,1610612756,Phoenix,40,21
21600043,1610612751,Brooklyn,50,3,15,1610612741,Chicago,46,20
21600044,1610612737,Atlanta,32,4,13,1610612758,Sacramento,36,19
21600042,1610612743,Denver,46,4,8,1610612761,Toronto,58,8
21600050,1610612752,New York,32,2,12,1610612765,Detroit,50,11
21600049,1610612758,Sacramento,46,9,15,1610612748,Miami,36,17
21600047,1610612745,Houston,48,6,7,1610612739,Cleveland,40,11
21600053,1610612762,Utah,20,3,11,1610612759,San Antonio,30,10
21600052,1610612750,Minnesota,42,2,21,1610612763,Memphis,40,21
21600051,1610612749,Milwaukee,58,10,16,1610612740,New Orleans,38,13
21600063,1610612757,Portland,38,13,15,1610612756,Phoenix,62,12
21600057,1610612751,Brooklyn,50,0,19,1610612765,Detroit,34,13
21600062,1610612742,Dallas,28,2,13,1610612762,Utah,28,12
21600061,1610612741,Chicago,44,3,19,1610612738,Boston,42,12
